GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
scb-java-client,com.github.dannil.scbjavaclient.client.publicfinances.localtaxes,PublicFinancesLocalTaxesClient,36,0,0,0,10,0,5,0,5,0
scb-java-client,com.github.dannil.scbjavaclient.format,ITableFormat,0,24,0,2,0,5,0,3,0,2
scb-java-client,com.github.dannil.scbjavaclient.client.livingconditions.surveys,LivingConditionsSurveysClient,36,0,0,0,10,0,5,0,5,0
scb-java-client,com.github.dannil.scbjavaclient.client.population.statistics.density,PopulationStatisticsDensityClient,42,0,0,0,11,0,5,0,5,0
scb-java-client,com.github.dannil.scbjavaclient.client.environment.landuse.usage,EnvironmentLandUseUsageClient,88,0,0,0,18,0,12,0,12,0
scb-java-client,com.github.dannil.scbjavaclient.client.financialmarkets.enterprises,FinancialMarketsEnterprisesClient,72,0,0,0,17,0,7,0,7,0
scb-java-client,com.github.dannil.scbjavaclient.client.population.statistics.asylumseekers,PopulationStatisticsAsylumSeekersClient,78,0,0,0,18,0,7,0,7,0
scb-java-client,com.github.dannil.scbjavaclient.client.publicfinances,PublicFinancesClient,80,0,0,0,18,0,9,0,9,0
scb-java-client,com.github.dannil.scbjavaclient.client.environment.landuse.buildings,EnvironmentLandUseBuildingsClient,42,0,0,0,11,0,5,0,5,0
scb-java-client,com.github.dannil.scbjavaclient.client.financialmarkets.balanceofpayments.internationalinvestmentposition,FinancialMarketsBalanceOfPaymentsInternationalInvestmentPositionClient,246,0,0,0,51,0,17,0,17,0
scb-java-client,com.github.dannil.scbjavaclient.client.energy.monthlystatistics,EnergyMonthlyStatisticsClient,62,0,0,0,14,0,8,0,8,0
scb-java-client,com.github.dannil.scbjavaclient.constants,ClientConstants,0,7,0,0,0,1,0,1,0,1
scb-java-client,com.github.dannil.scbjavaclient.constants,APIConstants,0,19,0,0,0,2,0,1,0,1
scb-java-client,com.github.dannil.scbjavaclient.client.population.statistics,PopulationStatisticsClient,168,0,0,0,34,0,17,0,17,0
scb-java-client,com.github.dannil.scbjavaclient.client.businessactivities.database,BusinessActivitiesDatabaseClient,72,0,0,0,17,0,7,0,7,0
scb-java-client,com.github.dannil.scbjavaclient.client.livingconditions.families.legalguardians,LivingConditionsFamiliesLegalGuardiansClient,48,0,0,0,12,0,5,0,5,0
scb-java-client,com.github.dannil.scbjavaclient.client.environment.seea.energyaccounts,EnvironmentSEEAEnergyAccountsClient,42,0,0,0,11,0,5,0,5,0
scb-java-client,com.github.dannil.scbjavaclient.client.businessactivities.industrialinventories,BusinessActivitiesIndustrialInventoriesClient,36,0,0,0,10,0,5,0,5,0
scb-java-client,com.github.dannil.scbjavaclient.client.pricesandconsumption.cpi.kpif,PricesAndConsumptionCPIKPIFClient,44,0,0,0,12,0,8,0,8,0
scb-java-client,com.github.dannil.scbjavaclient.client.labourmarket.shorttermemployment.population,LabourMarketShortTermEmploymentPopulationClient,42,0,0,0,11,0,5,0,5,0
scb-java-client,com.github.dannil.scbjavaclient.client.goodsandservices.foreigntradegoods.cn,GoodsAndServicesForeignTradeGoodsCNClient,31,0,0,0,9,0,4,0,4,0
scb-java-client,com.github.dannil.scbjavaclient.client.businessactivities.industrialcapacityutilization.industrialcapacityutilization,BusinessActivitiesIndustrialCapacityUtilizationIndustrialCapacityUtilizationClient,84,0,0,0,20,0,9,0,9,0
scb-java-client,com.github.dannil.scbjavaclient.client.energy.annualstatistics,EnergyAnnualStatisticsClient,120,0,0,0,27,0,11,0,11,0
scb-java-client,com.github.dannil.scbjavaclient.client.pricesandconsumption.purchasingpowerparities,PricesAndConsumptionPurchasingPowerParitiesClient,66,0,0,0,16,0,7,0,7,0
scb-java-client,com.github.dannil.scbjavaclient.client.environment.seea.goodsandservicessector,EnvironmentSEEAGoodsAndServicesSectorClient,84,0,0,0,20,0,9,0,9,0
scb-java-client,com.github.dannil.scbjavaclient.client.population.statistics.amount,PopulationStatisticsAmountClient,54,0,0,0,13,0,5,0,5,0
scb-java-client,com.github.dannil.scbjavaclient.client.businessactivities.industrialcapacityutilization.economicindicators,BusinessActivitiesIndustrialCapacityUtilizationEconomicIndicatorsClient,30,0,0,0,9,0,5,0,5,0
scb-java-client,com.github.dannil.scbjavaclient.client.financialmarkets.balanceofpayments.directinvestments,FinancialMarketsBalanceOfPaymentsDirectInvestmentsClient,132,0,0,0,30,0,13,0,13,0
scb-java-client,com.github.dannil.scbjavaclient.client.environment.packagingandpackagingwaste,EnvironmentPackagingAndPackagingWasteClient,36,0,0,0,10,0,5,0,5,0
scb-java-client,com.github.dannil.scbjavaclient.client.pricesandconsumption.cpi,PricesAndConsumptionCPIClient,69,0,0,0,16,0,8,0,8,0
scb-java-client,com.github.dannil.scbjavaclient.client.environment.landandwaterarea,EnvironmentLandAndWaterAreaClient,42,0,0,0,11,0,5,0,5,0
scb-java-client,com.github.dannil.scbjavaclient.client.financialmarkets.balanceofpayments.portfolioinvestment,FinancialMarketsBalanceOfPaymentsPortfolioInvestmentClient,162,0,0,0,35,0,12,0,12,0
scb-java-client,com.github.dannil.scbjavaclient.client.goodsandservices.foreigntradegoods.economicindicators,GoodsAndServicesForeignTradeGoodsEconomicIndicatorsClient,60,0,0,0,15,0,7,0,7,0
scb-java-client,com.github.dannil.scbjavaclient.client.goodsandservices.foreigntradegoods.spin,GoodsAndServicesForeignTradeGoodsSPINClient,36,0,0,0,10,0,5,0,5,0
scb-java-client,com.github.dannil.scbjavaclient.client.goodsandservices.foreigntradegoods.sitc,GoodsAndServicesForeignTradeGoodsSITCClient,36,0,0,0,10,0,5,0,5,0
scb-java-client,com.github.dannil.scbjavaclient.client.agriculture.holdings,AgricultureHoldingsClient,102,0,0,0,23,0,9,0,9,0
scb-java-client,com.github.dannil.scbjavaclient.client.environment.smallerlocalities,EnvironmentSmallerLocalitiesClient,36,0,0,0,10,0,5,0,5,0
scb-java-client,com.github.dannil.scbjavaclient.client.publicfinances.annualaccounts.balancesheetmunicipality,PublicFinancesAnnualAccountsBalanceSheetMunicipalityClient,150,0,0,0,33,0,11,0,11,0
scb-java-client,com.github.dannil.scbjavaclient.client.population.statistics.foreignbornpersons,PopulationStatisticsForeignBornPersonsClient,98,0,0,0,21,0,8,0,8,0
scb-java-client,com.github.dannil.scbjavaclient.client.businessactivities.nonprofitorganizations,BusinessActivitiesNonProfitOrganizationsClient,36,0,0,0,10,0,5,0,5,0
scb-java-client,com.github.dannil.scbjavaclient.client.population.name,PopulationNameClient,36,0,0,0,10,0,5,0,5,0
scb-java-client,com.github.dannil.scbjavaclient.client.businessactivities.industrialinventories.inventories,BusinessActivitiesIndustrialInventoriesInventoriesClient,42,0,0,0,11,0,5,0,5,0
scb-java-client,com.github.dannil.scbjavaclient.client.financialmarkets.statistics.statistics,FinancialMarketsStatisticsStatisticsClient,90,0,0,0,21,0,9,0,9,0
scb-java-client,com.github.dannil.scbjavaclient.client.environment.waste,EnvironmentWasteClient,72,0,0,0,17,0,7,0,7,0
scb-java-client,com.github.dannil.scbjavaclient.client.population,PopulationClient,47,0,0,0,12,0,6,0,6,0
scb-java-client,com.github.dannil.scbjavaclient.client.financialmarkets.statistics.claimsandliabilities,FinancialMarketsStatisticsClaimsAndLiabilitiesClient,82,0,0,0,19,0,6,0,6,0
scb-java-client,com.github.dannil.scbjavaclient.client.educationandresearch,EducationAndResearchClient,36,0,0,0,10,0,5,0,5,0
scb-java-client,com.github.dannil.scbjavaclient.client.labourmarket,LabourMarketClient,47,0,0,0,12,0,6,0,6,0
scb-java-client,com.github.dannil.scbjavaclient.client.businessactivities.industrialinventories.economicindicators,BusinessActivitiesIndustrialInventoriesEconomicIndicatorsClient,30,0,0,0,9,0,5,0,5,0
scb-java-client,com.github.dannil.scbjavaclient.client.pricesandconsumption.cci.fpiincludingwage,PricesAndConsumptionCCIFPIIncludingWageClient,72,0,0,0,17,0,7,0,7,0
scb-java-client,com.github.dannil.scbjavaclient.client.environment.seea.materialflowaccounts,EnvironmentSEEAMaterialFlowAccountsClient,36,0,0,0,10,0,5,0,5,0
scb-java-client,com.github.dannil.scbjavaclient.client.businessactivities.productionindex,BusinessActivitiesProductionIndexClient,36,0,0,0,10,0,5,0,5,0
scb-java-client,com.github.dannil.scbjavaclient.client.population.statistics.livebirths,PopulationStatisticsLiveBirthsClient,48,0,0,0,12,0,5,0,5,0
scb-java-client,com.github.dannil.scbjavaclient.client.population.projections.latestassumptions,PopulationProjectionsLatestAssumptionsClient,115,0,0,0,26,0,9,0,9,0
scb-java-client,com.github.dannil.scbjavaclient.client.environment.greenhousegas,EnvironmentGreenhouseGasClient,342,0,0,0,71,0,25,0,25,0
scb-java-client,com.github.dannil.scbjavaclient.client.educationandresearch.communityinnovationsurvey,EducationAndResearchCommunityInnovationSurveyClient,36,0,0,0,10,0,5,0,5,0
scb-java-client,com.github.dannil.scbjavaclient.client.environment.islands,EnvironmentIslandsClient,192,0,0,0,42,0,17,0,17,0
scb-java-client,com.github.dannil.scbjavaclient.client,AbstractContainerClient,56,0,4,0,16,0,7,0,5,0
scb-java-client,com.github.dannil.scbjavaclient.client,SCBClient,322,0,4,0,61,0,26,0,24,0
scb-java-client,com.github.dannil.scbjavaclient.client,AbstractClient,129,5,4,0,32,2,13,1,11,1
scb-java-client,com.github.dannil.scbjavaclient.client.financialmarkets.balanceofpayments,FinancialMarketsBalanceOfPaymentsClient,69,0,0,0,16,0,8,0,8,0
scb-java-client,com.github.dannil.scbjavaclient.validator.json,JsonValidator,0,4,0,0,0,1,0,1,0,1
scb-java-client,com.github.dannil.scbjavaclient.client.pricesandconsumption.ppi.spin2007monthlyandquarterly,PricesAndConsumptionPPISPIN2007MonthlyAndQuarterlyClient,92,0,0,0,20,0,15,0,15,0
scb-java-client,com.github.dannil.scbjavaclient.client.businessactivities.nonfinancialcorporations,BusinessActivitiesNonFinancialCorporationsClient,36,0,0,0,10,0,5,0,5,0
scb-java-client,com.github.dannil.scbjavaclient.client.environment.protectednature,EnvironmentProtectedNatureClient,47,0,0,0,12,0,6,0,6,0
scb-java-client,com.github.dannil.scbjavaclient.client.population.statistics.deaths,PopulationStatisticsDeathsClient,168,0,0,0,36,0,13,0,13,0
scb-java-client,com.github.dannil.scbjavaclient.client.financialmarkets.investmentfunds,FinancialMarketsInvestmentFundsClient,48,0,0,0,12,0,5,0,5,0
scb-java-client,com.github.dannil.scbjavaclient.format.json,JsonAPIConfigTableFormat,0,58,0,4,0,15,0,5,0,3
scb-java-client,com.github.dannil.scbjavaclient.format.json,JsonAPITableFormat,0,83,0,8,0,18,0,7,0,3
scb-java-client,com.github.dannil.scbjavaclient.format.json,JsonCustomResponseFormat,0,212,0,12,0,42,0,11,0,5
scb-java-client,com.github.dannil.scbjavaclient.format.json,JsonConverter,0,58,0,2,0,15,0,6,0,5
scb-java-client,com.github.dannil.scbjavaclient.client.livingconditions.families.housing,LivingConditionsFamiliesHousingClient,66,0,0,0,15,0,5,0,5,0
scb-java-client,com.github.dannil.scbjavaclient.client.businessactivities.ordersandturnover.ordersandturnover,BusinessActivitiesOrdersAndTurnoverOrdersAndTurnoverClient,72,0,0,0,17,0,7,0,7,0
scb-java-client,com.github.dannil.scbjavaclient.client.educationandresearch.communityinnovationsurvey.cooperation,EducationAndResearchCommunityInnovationSurveyCooperationClient,48,0,0,0,12,0,5,0,5,0
scb-java-client,com.github.dannil.scbjavaclient.client.livingconditions.surveys.health,LivingConditionsSurveysHealthClient,131,0,0,0,23,0,16,0,16,0
scb-java-client,com.github.dannil.scbjavaclient.client.pricesandconsumption.bpi,PricesAndConsumptionBPIClient,72,0,0,0,17,0,7,0,7,0
scb-java-client,com.github.dannil.scbjavaclient.client.pricesandconsumption.ppi.spin2015monthlyandquarterly,PricesAndConsumptionPPISPIN2015MonthlyAndQuarterlyClient,61,0,0,0,14,0,9,0,9,0
scb-java-client,com.github.dannil.scbjavaclient.client.population.name.newborn,PopulationNameNewbornClient,36,0,0,0,10,0,5,0,5,0
scb-java-client,com.github.dannil.scbjavaclient.client.businessactivities,BusinessActivitiesClient,124,0,0,0,26,0,13,0,13,0
scb-java-client,com.github.dannil.scbjavaclient.exception,SCBClientParsingException,0,16,0,0,0,8,0,4,0,4
scb-java-client,com.github.dannil.scbjavaclient.exception,SCBClientException,0,16,0,0,0,8,0,4,0,4
scb-java-client,com.github.dannil.scbjavaclient.client.goodsandservices.foodsales,GoodsAndServicesFoodSalesClient,60,0,0,0,15,0,7,0,7,0
scb-java-client,com.github.dannil.scbjavaclient.client.environment.landuse.planning,EnvironmentLandUsePlanningClient,36,0,0,0,10,0,5,0,5,0
scb-java-client,com.github.dannil.scbjavaclient.client.businessactivities.industrialcapacityutilization,BusinessActivitiesIndustrialCapacityUtilizationClient,36,0,0,0,10,0,5,0,5,0
scb-java-client,com.github.dannil.scbjavaclient.client.financialmarkets.shareholders,FinancialMarketsShareholdersClient,120,0,0,0,27,0,11,0,11,0
scb-java-client,com.github.dannil.scbjavaclient.model,GenericModel,0,101,0,8,0,23,0,9,0,5
scb-java-client,com.github.dannil.scbjavaclient.model,ValueNode,0,133,0,12,0,35,0,17,0,11
scb-java-client,com.github.dannil.scbjavaclient.model,ResponseModel,0,157,0,16,0,42,0,21,0,13
scb-java-client,com.github.dannil.scbjavaclient.client.businessactivities.ordersandturnover.oldtablessni2002,BusinessActivitiesOrdersAndTurnoverOldTablesSNI2002Client,132,0,0,0,29,0,11,0,11,0
scb-java-client,com.github.dannil.scbjavaclient.client.environment,EnvironmentClient,135,0,0,0,28,0,14,0,14,0
scb-java-client,com.github.dannil.scbjavaclient.client.financialmarkets.balanceofpayments.payments,FinancialMarketsBalanceOfPaymentsPaymentsClient,300,0,0,0,63,0,23,0,23,0
scb-java-client,com.github.dannil.scbjavaclient.client.livingconditions.families.siblings,LivingConditionsFamiliesSiblingsClient,54,0,0,0,13,0,5,0,5,0
scb-java-client,com.github.dannil.scbjavaclient.client.environment.localitiesareasandpopulation.population,EnvironmentLocalitiesAreasAndPopulationPopulationClient,85,0,0,0,20,0,8,0,8,0
scb-java-client,com.github.dannil.scbjavaclient.client.environment.landuse,EnvironmentLandUseClient,47,0,0,0,12,0,6,0,6,0
scb-java-client,com.github.dannil.scbjavaclient.client.goodsandservices.foreigntradegoods.total,GoodsAndServicesForeignTradeGoodsTotalClient,36,0,0,0,10,0,5,0,5,0
scb-java-client,com.github.dannil.scbjavaclient.client.pricesandconsumption.ppi.economicindicators,PricesAndConsumptionPPIEconomicIndicatorsClient,36,0,0,0,10,0,5,0,5,0
scb-java-client,com.github.dannil.scbjavaclient.client.livingconditions.families,LivingConditionsFamiliesClient,58,0,0,0,14,0,7,0,7,0
scb-java-client,com.github.dannil.scbjavaclient.client.financialmarkets.institutions,FinancialMarketsInstitutionsClient,48,0,0,0,12,0,5,0,5,0
scb-java-client,com.github.dannil.scbjavaclient.client.labourmarket.grosspay.aggregatewages,LabourMarketGrossPayAggregateWagesClient,36,0,0,0,10,0,5,0,5,0
scb-java-client,com.github.dannil.scbjavaclient.client.pricesandconsumption.cci.fpiexcludingwage,PricesAndConsumptionCCIFPIExcludingWageClient,72,0,0,0,17,0,7,0,7,0
scb-java-client,com.github.dannil.scbjavaclient.client.businessactivities.ordersandturnover.oldtablessni2007,BusinessActivitiesOrdersAndTurnoverOldTablesSNI2007Client,96,0,0,0,22,0,9,0,9,0
scb-java-client,com.github.dannil.scbjavaclient.client.goodsandservices.turnoverservicesector.oldtablessni2007,GoodsAndServicesTurnoverServiceSectorOldTablesSNI2007Client,60,0,0,0,15,0,7,0,7,0
scb-java-client,com.github.dannil.scbjavaclient.client.businessactivities.ordersandturnover,BusinessActivitiesOrdersAndTurnoverClient,47,0,0,0,12,0,6,0,6,0
scb-java-client,com.github.dannil.scbjavaclient.client.goodsandservices.turnoverservicesector.oldtablessni2002,GoodsAndServicesTurnoverServiceSectorOldTablesSNI2002Client,156,0,0,0,35,0,15,0,15,0
scb-java-client,com.github.dannil.scbjavaclient.client.publicfinances.publiclyownedenterprises,PublicFinancesPubliclyOwnedEnterprisesClient,234,0,0,0,49,0,17,0,17,0
scb-java-client,com.github.dannil.scbjavaclient.client.environment.localitiesareasandpopulation,EnvironmentLocalitiesAreasAndPopulationClient,25,0,0,0,8,0,4,0,4,0
scb-java-client,com.github.dannil.scbjavaclient.client.population.statistics.background,PopulationStatisticsBackgroundClient,96,0,0,0,21,0,7,0,7,0
scb-java-client,com.github.dannil.scbjavaclient.client.publicfinances.assetsandliabilities,PublicFinancesAssetsAndLiabilitiesClient,42,0,0,0,11,0,5,0,5,0
scb-java-client,com.github.dannil.scbjavaclient.client.publicfinances.annualaccounts.statementaccountsmunicipality,PublicFinancesAnnualAccountsStatementAccountsMunicipalityClient,156,0,0,0,34,0,12,0,12,0
scb-java-client,com.github.dannil.scbjavaclient.client.environment.seea.airemissionsaccounts,EnvironmentSEEAAirEmissionsAccountsClient,240,0,0,0,50,0,17,0,17,0
scb-java-client,com.github.dannil.scbjavaclient.client.financialmarkets,FinancialMarketsClient,91,0,0,0,20,0,10,0,10,0
scb-java-client,com.github.dannil.scbjavaclient.client.businessactivities.investmentsurvey,BusinessActivitiesInvestmentSurveyClient,25,0,0,0,8,0,4,0,4,0
scb-java-client,com.github.dannil.scbjavaclient.client.publicfinances.taxassessment,PublicFinancesTaxAssessmentClient,60,0,0,0,15,0,7,0,7,0
scb-java-client,com.github.dannil.scbjavaclient.client.environment.seea.taxes,EnvironmentSEEATaxesClient,60,0,0,0,15,0,7,0,7,0
scb-java-client,com.github.dannil.scbjavaclient.client.population.statistics.vitalevents,PopulationStatisticsVitalEventsClient,102,0,0,0,23,0,9,0,9,0
scb-java-client,com.github.dannil.scbjavaclient.client.environment.protectednature.naturetypes,EnvironmentProtectedNatureNatureTypesClient,108,0,0,0,25,0,11,0,11,0
scb-java-client,com.github.dannil.scbjavaclient.client.agriculture.landuse,AgricultureLandUseClient,132,0,0,0,29,0,11,0,11,0
scb-java-client,com.github.dannil.scbjavaclient.client.population.projections,PopulationProjectionsClient,36,0,0,0,10,0,5,0,5,0
scb-java-client,com.github.dannil.scbjavaclient.client.goodsandservices,GoodsAndServicesClient,36,0,0,0,10,0,5,0,5,0
scb-java-client,com.github.dannil.scbjavaclient.client.businessactivities.accomodationstatistics,BusinessActivitiesAccomodationStatisticsClient,36,0,0,0,10,0,5,0,5,0
scb-java-client,com.github.dannil.scbjavaclient.client.pricesandconsumption.ppi.spin2002year,PricesAndConsumptionPPISPIN2002YearClient,97,0,0,0,21,0,16,0,16,0
scb-java-client,com.github.dannil.scbjavaclient.client.pricesandconsumption.cci,PricesAndConsumptionCCIClient,36,0,0,0,10,0,5,0,5,0
scb-java-client,com.github.dannil.scbjavaclient.client.financialmarkets.statistics.economicindicators,FinancialMarketsStatisticsEconomicIndicatorsClient,36,0,0,0,10,0,5,0,5,0
scb-java-client,com.github.dannil.scbjavaclient.client.businessactivities.productionvalueindex,BusinessActivitiesProductionValueIndexClient,36,0,0,0,10,0,5,0,5,0
scb-java-client,com.github.dannil.scbjavaclient.client.livingconditions.surveys.employment,LivingConditionsSurveysEmploymentClient,156,0,0,0,33,0,11,0,11,0
scb-java-client,com.github.dannil.scbjavaclient.client.population.statistics.adoptees,PopulationStatisticsAdopteesClient,42,0,0,0,11,0,5,0,5,0
scb-java-client,com.github.dannil.scbjavaclient.client.population.statistics.partnership,PopulationStatisticsPartnershipClient,84,0,0,0,19,0,7,0,7,0
scb-java-client,com.github.dannil.scbjavaclient.client.businessactivities.accomodationstatistics.month,BusinessActivitiesAccomodationStatisticsMonthClient,180,0,0,0,40,0,17,0,17,0
scb-java-client,com.github.dannil.scbjavaclient.client.goodsandservices.foreigntradegoods,GoodsAndServicesForeignTradeGoodsClient,69,0,0,0,16,0,8,0,8,0
scb-java-client,com.github.dannil.scbjavaclient.client.financialmarkets.statistics.keyfigures,FinancialMarketsStatisticsKeyFiguresClient,36,0,0,0,10,0,5,0,5,0
scb-java-client,com.github.dannil.scbjavaclient.client.population.name.registeredpersons,PopulationNameRegisteredPersonsClient,36,0,0,0,10,0,5,0,5,0
scb-java-client,com.github.dannil.scbjavaclient.client.labourmarket.shorttermemployment,LabourMarketShortTermEmploymentClient,36,0,0,0,10,0,5,0,5,0
scb-java-client,com.github.dannil.scbjavaclient.client.agriculture,AgricultureClient,58,0,0,0,14,0,7,0,7,0
scb-java-client,com.github.dannil.scbjavaclient.client.businessactivities.balancestatistics,BusinessActivitiesBalanceStatisticsClient,36,0,0,0,10,0,5,0,5,0
scb-java-client,com.github.dannil.scbjavaclient.client.environment.airpollutants,EnvironmentAirPollutantsClient,312,0,0,0,65,0,23,0,23,0
scb-java-client,com.github.dannil.scbjavaclient.client.financialmarkets.balanceofpayments.economicindicators,FinancialMarketsBalanceOfPaymentsEconomicIndicatorsClient,36,0,0,0,10,0,5,0,5,0
scb-java-client,com.github.dannil.scbjavaclient.client.transport.registeredvehicles,TransportRegisteredVehiclesClient,36,0,0,0,10,0,5,0,5,0
scb-java-client,com.github.dannil.scbjavaclient.client.pricesandconsumption,PricesAndConsumptionClient,69,0,0,0,16,0,8,0,8,0
scb-java-client,com.github.dannil.scbjavaclient.client.businessactivities.nonprofitorganizations.satelliteaccounts,BusinessActivitiesNonProfitOrganizationsSatelliteAccountsClient,66,0,0,0,16,0,7,0,7,0
scb-java-client,com.github.dannil.scbjavaclient.client.pricesandconsumption.cpi.cpifct,PricesAndConsumptionCPICPIFCTClient,48,0,0,0,13,0,7,0,7,0
scb-java-client,com.github.dannil.scbjavaclient.client.livingconditions.families.adoptions,LivingConditionsFamiliesAdoptionsClient,48,0,0,0,12,0,5,0,5,0
scb-java-client,com.github.dannil.scbjavaclient.client.publicfinances.annualaccounts.statementaccountscounty,PublicFinancesAnnualAccountsStatementAccountsCountyClient,108,0,0,0,21,0,15,0,15,0
scb-java-client,com.github.dannil.scbjavaclient.client.businessactivities.nonprofitorganizations.primarystatistics,BusinessActivitiesNonProfitOrganizationsPrimaryStatisticsClient,108,0,0,0,25,0,11,0,11,0
scb-java-client,com.github.dannil.scbjavaclient.client.educationandresearch.activityaftertraining,EducationAndResearchActivityAfterTrainingClient,114,0,0,0,24,0,7,0,7,0
scb-java-client,com.github.dannil.scbjavaclient.client.pricesandconsumption.ppi,PricesAndConsumptionPPIClient,80,0,0,0,18,0,9,0,9,0
scb-java-client,com.github.dannil.scbjavaclient.client.pricesandconsumption.cpi.hicp,PricesAndConsumptionCPIHICPClient,62,0,0,0,16,0,12,0,12,0
scb-java-client,com.github.dannil.scbjavaclient.client.pricesandconsumption.cpi.economicindicators,PricesAndConsumptionCPIEconomicIndicatorsClient,36,0,0,0,10,0,5,0,5,0
scb-java-client,com.github.dannil.scbjavaclient.client.population.statistics.foreigncitizens,PopulationStatisticsForeignCitizensClient,48,0,0,0,12,0,5,0,5,0
scb-java-client,com.github.dannil.scbjavaclient.client.labourmarket.costindex,LabourMarketCostIndexClient,75,0,0,0,17,0,12,0,12,0
scb-java-client,com.github.dannil.scbjavaclient.client.publicfinances.annualaccounts,PublicFinancesAnnualAccountsClient,58,0,0,0,14,0,7,0,7,0
scb-java-client,com.github.dannil.scbjavaclient.client.publicfinances.governmentdebt,PublicFinancesGovernmentDebtClient,36,0,0,0,10,0,5,0,5,0
scb-java-client,com.github.dannil.scbjavaclient.client.financialmarkets.statistics.depositandlending,FinancialMarketsStatisticsDepositAndLendingClient,208,0,0,0,43,0,12,0,12,0
scb-java-client,com.github.dannil.scbjavaclient.client.pricesandconsumption.cpi.pricebasicamount,PricesAndConsumptionCPIPriceBasicAmountClient,48,0,0,0,13,0,7,0,7,0
scb-java-client,com.github.dannil.scbjavaclient.client.financialmarkets.securities,FinancialMarketsSecuritiesClient,84,0,0,0,19,0,7,0,7,0
scb-java-client,com.github.dannil.scbjavaclient.client.educationandresearch.communityinnovationsurvey.activity,EducationAndResearchCommunityInnovationSurveyActivityClient,48,0,0,0,12,0,5,0,5,0
scb-java-client,com.github.dannil.scbjavaclient.http.requester,AbstractRequester,57,126,4,0,13,32,4,6,2,6
scb-java-client,com.github.dannil.scbjavaclient.http.requester,RequesterFactory,12,19,1,2,1,4,1,3,0,2
scb-java-client,com.github.dannil.scbjavaclient.http.requester,RequesterFactory.new Object() {...},2,17,0,0,0,1,0,1,0,1
scb-java-client,com.github.dannil.scbjavaclient.http.requester,GETRequester,29,8,0,0,8,3,2,2,2,2
scb-java-client,com.github.dannil.scbjavaclient.http.requester,RequesterSingletonFactory.GETHolder,0,6,0,0,0,1,0,1,0,1
scb-java-client,com.github.dannil.scbjavaclient.http.requester,RequesterSingletonFactory.POSTHolder,0,6,0,0,0,1,0,1,0,1
scb-java-client,com.github.dannil.scbjavaclient.http.requester,POSTRequester,45,26,1,1,10,10,1,6,0,6
scb-java-client,com.github.dannil.scbjavaclient.http.requester,RequesterSingletonFactory,0,46,0,2,0,10,0,4,0,3
scb-java-client,com.github.dannil.scbjavaclient.client.goodsandservices.turnoverservicesector,GoodsAndServicesTurnoverServiceSectorClient,47,0,0,0,12,0,6,0,6,0
scb-java-client,com.github.dannil.scbjavaclient.client.transport,TransportClient,25,0,0,0,8,0,4,0,4,0
scb-java-client,com.github.dannil.scbjavaclient.client.transport.registeredvehicles.vehicles,TransportRegisteredVehiclesVehiclesClient,132,0,0,0,29,0,11,0,11,0
scb-java-client,com.github.dannil.scbjavaclient.client.environment.landusedfortransport,EnvironmentLandUsedForTransportClient,150,0,0,0,33,0,13,0,13,0
scb-java-client,com.github.dannil.scbjavaclient.client.labourmarket.shorttermemployment.sickleave,LabourMarketShortTermEmploymentSickLeaveClient,36,0,0,0,10,0,5,0,5,0
